"","X.1","X","EDCS.ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating"
"896",7014,7014,"EDCS-10000688","ILJug-02, 00674 = CCCA-06, 00155 = Afrique p 783","Dalmatia","Solin / Salona",1,200,1,200,"mulieres;  tituli operum;  tituli sacri;  viri","M(atri) [d(eum) M(agnae)] / C(aius) Agri[us 3] / et Agria [3] / templu[m 3] / vetusta[te corruptum(?)] / item Mat[ris imagines] / duas cogna[tio 3] / p(ondo) l(ibras) |(duas) easde[m arg(enteas)] / sumptu su[o restituerunt]","M C Agri et Agria templu vetusta item Mat duas cogna p l easde sumptu su","Matri deum Magnae Caius Agrius et Agria templum vetustate corruptum item Matris imagines duas cognatio pondo libras duas easdem argenteas sumptu suo restituerunt","lapis",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034088",NA,NA,"1 to 200"
"897",7015,7015,"EDCS-10000689","ILJug-02, 00675","Dalmatia","Solin / Salona",1,150,1,150,"mulieres;  tituli sacri;  tria nomina;  viri","Sex(tus) Erboni/us Ingenu(u)s cu[m] / co(n)iuge et m(atre) / Spei sacr(um)","Sex Erbonius Ingenus cu coiuge et m Spei sacr","Sextus Erbonius Ingenuus cum coniuge et matre Spei sacrum","lapis",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034089",NA,NA,"1 to 150"
"898",7016,7016,"EDCS-10000690","ILJug-02, 00676","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","Ven(eri) / [sac(rum?)","Ven sac","Veneri sacrum",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034090",NA,NA,"1 to 300"
"899",7058,7058,"EDCS-10000733","ILJug-02, 00720","Dalmatia","Solin / Salona",151,300,151,300,"officium/professio;  sacerdotes pagani;  tituli sacri;  tria nomina;  viri","Iovi et Ian/e posuit / donum S/alvius Ve/nerius / pro salute / col(l)egii","Iovi et Iane posuit donum Salvius Venerius pro salute colegii","Iovi et Iane posuit donum Salvius Venerius pro salute collegii","lapis",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034143",NA,NA,"151 to 300"
"900",7070,7070,"EDCS-10101008","ILJug-03, 02041","Dalmatia","Solin / Salona",301,600,301,600,"tituli sacri;  tria nomina;  viri","D(eo) O(ptimo) [M(aximo)] / Quintus C[lo]/dius(?) Darda/nus et Veiu[s] / Aurelianu[s] / nepos ips[i]/us donum / pos(uerunt)","D O Quintus Cdius Dardanus et Veiu Aurelianu nepos ipsus donum pos","Deo Optimo Maximo Quintus Clodius Dardanus et Veius Aurelianus nepos ipsius donum posuerunt",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034351",NA,NA,"301 to 600"
"901",7071,7071,"EDCS-10101009","ILJug-03, 02042 = AE 1912, 00041","Dalmatia","Solin / Salona",151,300,151,300,"tituli sacri;  tria nomina;  viri","Dis / Patri(i)s / sacr(um) / T(itus) Tarc(onius) / Catho(!) p(osuit)","Dis Patris sacr T Tarc Catho p","Dis Patriis sacrum Titus Tarconius Catho posuit","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_AE_1912_00041.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD027936;1ae1912-13",NA,NA,"151 to 300"
"902",7072,7072,"EDCS-10101010","ILJug-03, 02044","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","Iovi / Optimo / Maximo / [","Iovi Optimo Maximo","Iovi Optimo Maximo",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034353",NA,NA,"1 to 300"
"903",7073,7073,"EDCS-10101011","ILJug-03, 02045 = AE 2012, +01094","Dalmatia","Solin / Salona",101,200,101,200,"milites;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / C(aius) [I]ul[i]us [3] / [Io]vinus [vete]/ranus / [l]eg(ionis) [X] Gem(inae) E[3]/io sacru[m ex voto(?)] / solv[it","I O M C ulus vinus ranus eg Gem E io sacru solvit","Iovi Optimo Maximo Caius Iulius Iovinus veteranus legionis X Geminae E io sacrum ex voto solvit","lapis",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034354",NA,NA,"101 to 200"
"904",7074,7074,"EDCS-10101012","ILJug-03, 02046","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","I(ovi) O(ptimo) M(aximo) / TRE I / SEPIIN / VS","I O M TRE I SEPIIN VS","Iovi Optimo Maximo TRE I SEPIIN VS",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034355",NA,NA,"1 to 300"
"905",7075,7075,"EDCS-10101013","ILJug-03, 02047 = AE 1914, 00077","Dalmatia","Solin / Salona",101,300,101,300,"mulieres;  tituli sacri;  tria nomina","Iovi / Adflatori / [I]unia Iucunda / [s(olvit)] l(ibens) m(erito)","Iovi Adflatori unia Iucunda l m","Iovi Adflatori Iunia Iucunda solvit libens merito",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD028039;1ae1914-17",NA,NA,"101 to 300"
"906",7076,7076,"EDCS-10101014","ILJug-03, 02048 = AE 1922, 00043","Dalmatia","Solin / Salona",101,200,101,200,"officium/professio;  sacerdotes pagani;  tituli sacri;  tria nomina;  viri","[I]ovi / Aug(usto) / sacrum / C(aius) Arrius / Narciss(us) / coll(egio?) d(onum?) d(edit?)","ovi Aug sacrum C Arrius Narciss coll d d","Iovi Augusto sacrum Caius Arrius Narcissus collegio donum dedit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD025120;1ae1922-12",NA,NA,"101 to 200"
"907",7077,7077,"EDCS-10101015","ILJug-03, 02049","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","I(ovi) O(ptimo) M(aximo) Iu[noni] / Reginae Mine[rvae] / [","I O M Iu Reginae Mine","Iovi Optimo Maximo Iunoni Reginae Minervae",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034356",NA,NA,"1 to 300"
"908",7078,7078,"EDCS-10101016","ILJug-03, 02050","Dalmatia","Solin / Salona",151,300,151,300,"nomen singulare;  tituli sacri;  viri","L(ibero) P(atri) s(acrum) / Curia/nus","L P s Curianus","Libero Patri sacrum Curianus",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD002958",NA,NA,"151 to 300"
"909",7079,7079,"EDCS-10101017","ILJug-03, 02051 = AE 1925, 00056","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","Mar/ti","Marti","Marti","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_ILJug-03_02051.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD025711;1ae1925-10",NA,NA,"1 to 300"
"910",7080,7080,"EDCS-10101018","ILJug-03, 02052 = AE 1912, 00042","Dalmatia","Solin / Salona",1,150,1,150,"mulieres;  nomen singulare;  sacerdotes pagani;  tituli operum;  tituli sacri;  tria nomina;  viri","Matrib(us) Mag(nis) / sacrum P(ublius) Safinius Filuci/nus Terentiae sacerdotis f(ilius) / aram supstituit(!) idem ampl(iavit) / sibi et cognatio[ni suae] / permissu C(ai) Clodi Grac[ilis]","Matrib Mag sacrum P Safinius Filucinus Terentiae sacerdotis f aram supstituit idem ampl sibi et cognatio permissu C Clodi Grac","Matribus Magnis sacrum Publius Safinius Filucinus Terentiae sacerdotis filius aram supstituit idem ampliavit sibi et cognationi suae permissu Cai Clodi Gracilis","lapis",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD027939;1ae1912-13;bu_ILJug%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=2052",NA,NA,"1 to 150"
"911",7081,7081,"EDCS-10101019","ILJug-03, 02054 = AE 1922, 00044","Dalmatia","Solin / Salona",101,250,101,250,"mulieres;  tituli sacri","]aeo[3] / [3] Nymph[is 3] / [3 p]ro salut[e 3] / [3] Dominica [3] / [3] v(otum) s(olvit) l(ibens) m(erito)","aeo Nymph ro salut Dominica v s l m","aeo Nymphis pro salute Dominica votum solvit libens merito",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD025123;1ae1922-12",NA,NA,"101 to 250"
"912",7082,7082,"EDCS-10101020","ILJug-03, 02055","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri;  tria nomina;  viri","S(ilvano) A(ugusto) s(acrum) / Ti(berius) Cl(audius) Verus / ex voto r(eddidit)","S A s Ti Cl Verus ex voto r","Silvano Augusto sacrum Tiberius Claudius Verus ex voto reddidit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034417",NA,NA,"1 to 300"
"913",7083,7083,"EDCS-10101021","ILJug-03, 02056 = AE 1922, 00045","Dalmatia","Solin / Salona",101,250,101,250,"tituli sacri;  tria nomina;  viri","S(ilvano) Aug(usto) sa/c(rum) Fabius / Valenti/nus","S Aug sac Fabius Valentinus","Silvano Augusto sacrum Fabius Valentinus",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD025126;1ae1922-12",NA,NA,"101 to 250"
"914",7084,7084,"EDCS-10101022","ILJug-03, 02057","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri;  tria nomina;  viri","S(ilvano) A(ugusto) s(acrum) / Lab(erius) Rufin(us) / d(eo) exaudi(tus) / lib(ens) p(o)s(uit)","S A s Lab Rufin d exaudi lib ps","Silvano Augusto sacrum Laberius Rufinus deo exauditus libens posuit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034418",NA,NA,"1 to 300"
"915",7085,7085,"EDCS-10101023","ILJug-03, 02058","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri;  viri","Silvano / Commun[i] / sacrum / Alypus [3]IV / [","Silvano Commun sacrum Alypus IV","Silvano Communi sacrum Alypus IV",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034420",NA,NA,"1 to 300"
"916",7086,7086,"EDCS-10101024","ILJug-03, 02059 = AE 1925, 00055","Dalmatia","Solin / Salona",101,200,101,200,"tituli sacri","Ter/rae Stabi/litati","Terrae Stabilitati","Terrae Stabilitati","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_AE_1925_00055.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD025708;1ae1925-10",NA,NA,"101 to 200"
"917",7087,7087,"EDCS-10101025","ILJug-03, 02060","Dalmatia","Solin / Salona",1,300,1,300,"mulieres;  nomen singulare;  tituli sacri","Cleudicia / [d]is Trivi(i)s / v(otum) s(olvit) l(ibens) m(erito)","Cleudicia is Trivis v s l m","Cleudicia dis Triviis votum solvit libens merito",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034421",NA,NA,"1 to 300"
"918",7088,7088,"EDCS-10101026","ILJug-03, 02061","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","Vent/is Vel/ocibu[s","Ventis Velocibus","Ventis Velocibus",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034422",NA,NA,"1 to 300"
"919",7089,7089,"EDCS-10101027","ILJug-03, 02062","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri","Veneri Victrici","Veneri Victrici","Veneri Victrici","lapis",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034423",NA,NA,"1 to 300"
"920",7090,7090,"EDCS-10101028","ILJug-03, 02063 = AE 1922, 00046","Dalmatia","Solin / Salona",1,300,1,300,"mulieres;  tituli sacri","Veneri Vic(trici) / sac(rum) [3] IRE / pro [3]muni / filia v(otum) s(olvit) l(ibens) m(erito)","Veneri Vic sac IRE pro muni filia v s l m","Veneri Victrici sacrum IRE pro muni filia votum solvit libens merito",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD025129;1ae1922-12",NA,NA,"1 to 300"
"921",7091,7091,"EDCS-10101029","ILJug-03, 02064","Dalmatia","Solin / Salona",54,63,54,63,"ordo senatorius;  tituli sacri;  tria nomina;  viri","[C(aius) Cal]petanus / [Ranti]us Sedatus / [leg(atus) C]aesaris","petanus us Sedatus aesaris","Caius Calpetanus Rantius Sedatus legatus Caesaris",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034543",NA,NA,"54 to 63"
"922",7092,7092,"EDCS-10101030","ILJug-03, 02065","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri;  tria nomina;  viri","Antisti/us For/tunius / cum suis / v(otum)","Antistius Fortunius cum suis v","Antistius Fortunius cum suis votum",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034424",NA,NA,"1 to 300"
"923",7093,7093,"EDCS-10101031","ILJug-03, 02066","Dalmatia","Solin / Salona",151,300,151,300,"tituli sacri;  tria nomina;  viri","]RI[3] / [1]ET LE[3] / AD et Aur(elius) / Bastianu[s] / filius vot(um) l(ibens) s(olvit)","RI ET LE AD et Aur Bastianu filius vot l s","RI ET LE AD et Aurelius Bastianus filius votum libens solvit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034411",NA,NA,"151 to 300"
"924",7094,7094,"EDCS-10101032","ILJug-03, 02067","Dalmatia","Solin / Salona",1,300,1,300,"nomen singulare;  tituli sacri;  viri","Arat/us / [p]osu[it","Aratus osuit","Aratus posuit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034412",NA,NA,"1 to 300"
"925",7096,7096,"EDCS-10101033","ILJug-03, 02069","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri;  tria nomina;  viri","M(arcus?) L<u=Y>ci(lius) / Myro","M LYci Myro","Marcus Lucilius Myro",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034413",NA,NA,"1 to 300"
"926",7097,7097,"EDCS-10101034","ILJug-03, 02070","Dalmatia","Solin / Salona",-12,14,-12,14,"Augusti/Augustae;  tituli honorarii;  tituli sacri;  viri","[Imp(eratori) Caesa]ri d[ivi filio] / [A]ugus[to] / [p]ontif(ici) ma[x(imo) tr(ibunicia) p(otestate)","ri d ugus ontif max tr p","Imperatori Caesari divi filio Augusto pontifici maximo tribunicia potestate","lapis",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034415",NA,NA,"-12 to 14"
"927",7105,7105,"EDCS-10101042","ILJug-03, 02078 = Legio-XXX, 00012 = AE 1922, 00036","Dalmatia","Solin / Salona",131,150,131,150,"milites;  ordo senatorius;  tituli honorarii;  tituli sacri;  viri","le]gat(o) l[eg(ionis) XXX Ulp(iae)] / [Vict]ric(is) praetori c[andidato] / [divi] Hadriani tri[b(uno) plebis] / [candid]ato eiusdem qu[aestori] / [divi Ha]driani t[rib(uno) mil(itum)] / [leg(ionis)] I Itali[cae","legat l ric praetori c Hadriani tri ato eiusdem qu driani t I Italicae","legato legionis XXX Ulpiae Victricis praetori candidato divi Hadriani tribuno plebis candidato eiusdem quaestori divi Hadriani tribuno militum legionis I Italicae",NA,NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio_XXX_00012.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD025099;1ae1922-11",NA,NA,"131 to 150"
"928",7284,7284,"EDCS-10101223","ILJug-03, 02263 = Salone-02, 00022 = AE 1934, 00283 = EAOR-09, 00149","Dalmatia","Solin / Salona",1,300,1,300,"mulieres;  tituli sacri","Dia[3]/ia ex iu/ss<u=O> deae / [N]em<e=I>si / [s(olvit)] v(otum) l(ibens) m(erito)","Dia ia ex iussO deae emIsi v l m","Dia ia ex iussu deae Nemesi solvit votum libens merito","lapis",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD027271;1ae1934-73;bu_ILJug%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=2263",NA,NA,"1 to 300"
"929",7366,7366,"EDCS-10101305","ILJug-03, 02568,2982","Dalmatia","Solin / Salona",NA,NA,NA,NA,"tituli sacri","I(ovi) O(ptimo) M(aximo)","I O M","Iovi Optimo Maximo",NA,NA,43.5441591,16.4919213,NA,NA,NA,NA,NA,NA
"930",7381,7381,"EDCS-10101320","ILJug-03, 02568,3195","Dalmatia","Solin / Salona",NA,NA,NA,NA,"tituli sacri","Cast]ori(?) dedicata [","Castori dedicata","Castori dedicata",NA,NA,43.5441591,16.4919213,NA,NA,NA,NA,NA,NA
"931",7406,7406,"EDCS-10101345","ILJug-03, 02568,3411","Dalmatia","Solin / Salona",NA,NA,NA,NA,"tituli sacri","Libero / Patri","Libero Patri","Libero Patri",NA,NA,43.5441591,16.4919213,NA,NA,NA,NA,NA,NA
"932",7417,7417,"EDCS-10101356","ILJug-03, 02568,3481","Dalmatia","Solin / Salona",NA,NA,NA,NA,"tituli sacri","sa]crum / [pu]blice","sacrum blice","sacrum publice",NA,NA,43.5441591,16.4919213,NA,NA,NA,NA,NA,NA
"933",7569,7569,"EDCS-10101511","ILJug-03, 02568,4593","Dalmatia","Solin / Salona",NA,NA,NA,NA,"tituli sacri","Libero [","Libero","Libero",NA,NA,43.5441591,16.4919213,NA,NA,NA,NA,NA,NA
"934",7648,7648,"EDCS-10101589","ILJug-03, 02570","Dalmatia","Solin / Salona",1,300,1,300,"seviri Augustales;  tituli sacri;  viri","[S(ilvano) A]ug(usto) s(acrum) / [3]ssius / [3 V]Ivir(?) / [","ug s ssius I vir","Silvano Augusto sacrum ssius VI vir",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD019267",NA,NA,"1 to 300"
"935",7649,7649,"EDCS-10101590","ILJug-03, 02570a","Dalmatia","Solin / Salona",1,300,1,300,"nomen singulare;  tituli sacri;  viri","Ex voto Alexandri / <qu=C>o<d=T> p[romi]sit (s)o(l)vi(t?)","Ex voto Alexandri CoT psit ovi","Ex voto Alexandri quod promisit solvit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035011",NA,NA,"1 to 300"
"936",7650,7650,"EDCS-10101591","ILJug-03, 02571a","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri;  viri","] / <C=K>arpophori / vot(um) sol(vit)","Karpophori vot sol","Carpophori votum solvit","lapis",NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035012",NA,NA,"1 to 300"
"937",7687,7687,"EDCS-10101628","ILJug-03, 02609 = Salone-01, 00013","Dalmatia","Solin / Salona",151,300,151,300,"tituli sacri;  tria nomina;  viri","] M(atri) d(eum) [M(agnae)] / [3] Tarcon[ius] / [3] Secun[dus] / [","M d Tarcon Secun","Matri deum Magnae Tarconius Secundus","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Salone-01_00013.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035045",NA,NA,"151 to 300"
"938",7690,7690,"EDCS-10101631","ILJug-03, 02612 = Salone-01, 00016","Dalmatia","Solin / Salona",201,300,201,300,"milites;  tituli sacri;  viri","] / leg(ionis) I Ita[l(icae)] / l(ibens) p(osuit)","leg I Ita l p","legionis I Italicae libens posuit","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Salone-01_00016.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035048",NA,NA,"201 to 300"
"939",7812,7812,"EDCS-10101756","ILJug-03, 02751 = AE 1913, 00042","Dalmatia","Solin / Salona",1,300,1,300,"tituli sacri;  tria nomina;  viri","C(aius) Iulius Numida / Apollini / v(otum) s(olvit) l(ibens) m(erito)","C Iulius Numida Apollini v s l m","Caius Iulius Numida Apollini votum solvit libens merito",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD026955;1ae1913-10",NA,NA,"1 to 300"
"940",7813,7813,"EDCS-10101757","ILJug-03, 02752","Dalmatia","Solin / Salona",151,300,151,300,"tituli sacri","] / [Au]reli[3] / [3] Dalmat[3] / [3] votu(m) po[suit]","reli Dalmat votu po","Aureli Dalmat votum posuit",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD035179",NA,NA,"151 to 300"
"941",7859,7859,"EDCS-09500131","Kurilic 00025 = AE 1997, 01232","Dalmatia","Solin / Salona",51,150,51,150,"tituli sacri;  tria nomina;  viri","Bato Pei/{i}us Silv[an(o)] / d(onum) d(edit) l(ibens) m(erito)","Bato Peiius Silv d d l m","Bato Peius Silvano donum dedit libens merito",NA,NA,43.5441591,16.4919213,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039916;bu_AE%26bibl_volume=1997%26bibl_subvolume=%26bibl_insc=1232",NA,NA,"51 to 150"
"942",7867,7867,"EDCS-24200354","Kurilic 00044 = VarSal 00013 = AE 2001, 01606","Dalmatia","Solin / Salona",1,200,1,200,"nomen singulare;  tituli operum;  tituli sacri;  viri","Matri deum / Magnae / aedem Cognatio fecit ex / nummis conlatis solo / suo","Matri deum Magnae aedem Cognatio fecit ex nummis conlatis solo suo","Matri deum Magnae aedem Cognatio fecit ex nummis conlatis solo suo","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_2001_01606.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD039737;lu_24120",NA,NA,"1 to 200"
"943",7868,7868,"EDCS-57200030","Kurilic 00045","Dalmatia","Solin / Salona",1,130,1,130,"tituli sacri;  viri","P(ublius) [3] / Pa[3] / Ma[tri Magnae(?) 3] / [3] vo[","P Pa Ma vo","Publius Pa Matri Magnae vo","lapis",NA,43.5441591,16.4919213,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053954;lu_24218",NA,NA,"1 to 130"
