"","X","hd_nr","provinz","land","land_sort_de","land_sort_en","fo_antik","fo_modern","verw_bezirk","fundstelle","pl_ancient_loc1","koordinaten1","pl_ancient_loc2","koordinaten2","geo_id1","geo_id2","fundjahr","aufbewahrung","erhaltung","i_gattung","i_gattung_sort_de","i_gattung_sort_en","denkmaltyp","felder","material","hoehe","breite","tiefe","if_h","if_b","bh","ligatur","metrik","nl_text","dat_tag","dat_monat","dat_jahr_a","dat_jahr_e","datierung","soziales","religion","verbaende","geographie","dekor","gemeinden","militaer","bearbeiter","datum","beleg","tm_nr","gdb_id","atext","btext","literatur","beziehung","kommentar","pal_schreibtechnik","pal_interpunktion","people_uris","godot_uris","foto_nr","foto_extern","name","praenomen","nomen","cognomen","supernomen","tribus","origo","geschlecht","status","beruf","l_jahre","l_monate","l_tage","l_stunden"
"836",5381,"HD062325","Dal","hr",25,10,"Cissa, insula","Pag","Zadarska županija","{Vlašići}",197211,"44.326181356,15.206966400",NA,NA,3187519,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,14,37,NA,"J",NA,NA,NA,NA,NA,NA,"Gräf","2011-02-14",30,187156,6908,"Divo Aug(usto) / sacr(um) / L(ucius) Quinc[t]ius C(ai) f(ilius) / Ga[l]lus testamento / poni iussit","DIVO AVG / SACR / L QVINC[ ]IVS C F / GA[ ]LVS TESTAMENTO / PONI IVSSIT","CIL 03, 03113. #",NA,NA,NA,NA,NA,NA,NA,NA,"L. Quinc[t]ius C.f. Ga[l]lus","L.","Quinctius+","Gallus+",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"837",5384,"HD062328","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-14",31,187159,7185,"P(ublius) Valeriu(s) / P(ubli) f(ilius) Rufus / Lymphis sacr(um)","P VALERIV / P F RVFVS / LYMPHIS SACR","CIL 03, 06373; Zeichnung. # CIL 03, 08654. #",NA,NA,NA,NA,NA,NA,NA,NA,"P. Valeriu. P.f. Rufus","P.","Valerius*","Rufus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"838",5387,"HD062335","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1886,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-14",31,187162,7185,"[A]pollini sa/ncto Anto/nius Castor / IIvir col(oniae) Salon(ae) / ex praecepto dei / posuit","[ ]POLLINI SA / NCTO ANTO / NIVS CASTOR / IIVIR COL SALON / EX PRAECEPTO DEI / POSVIT","CIL 03, 08659; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"Antonius Castor",NA,"Antonius","Castor",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"839",5388,"HD062336","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Statue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-14",31,187163,7185,"D(ianae) A(ugustae) [s(acrum)] // Q(uintus) Va[lerius &","D A [ ] / / Q VA[","CIL 03, 08660; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"Q. Va[lerius ---]","Q.","Valerius+","0",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"840",5389,"HD062337","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1884,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2012-04-04",31,187164,7185,"Ge(nio) s(acrum) / P(ublius) F(---) P(---)","GE S / P F P","CIL 03, 08662; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"P. F. P.","P.","F(---)","P(---)",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"841",5390,"HD062338","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-14",31,187165,7185,"Iovi / Certus filiu[s &","IOVI / CERTVS FILIV[","CIL 03, 08664; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"Certus",NA,NA,"Certus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"842",5391,"HD062363","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1876,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-28",31,187166,7185,"Iov[i ---?] / T(itus) Rom[---] / v(ir?) pe(rfectissimus?) MV[---] / M [&?","IOV[ ] / T ROM[ ] / V PE MV[ ] / M [","CIL 03, 08665; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"T. Rom[---]","T.","Rom[---]","0?",NA,NA,NA,"M","2",NA,NA,NA,NA,NA
"843",5392,"HD062364","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1890,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-28",31,187167,7185,"Iov[i ---] / Sex(tus) A[&","IOV[ ] / SEX A[","CIL 03, 08666; Zeichnung. # CIL 03, 12831; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"Sex. A[---]","Sex.","A[---]","0",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"844",5393,"HD062365","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","{Jankovača}, sekundär verwendet",197488,"43.535202740,16.483640671",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Kalkstein",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2020-04-23",32,187168,32518,"Iovi Aeterno / Flavius Apol/ei(us)(!) Verocia Ma/rcella et filia / eorum et Ap(p)/uleia Marcel/la v(otum) l(ibentes) s(olverunt)","IOVI AETERNO / FLAVIVS APOL / EI VEROCIA MA / RCELLA ET FILIA / EORVM ET AP / VLEIA MARCEL / LA V L S","CIL 03, 08667; Zeichnung. #",NA,NA,NA,NA,NA,NA,"F033785|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/1b7ced80-6f4d-47fa-b1cd-e34dce8cded6/file/id/794593/file_version/name/small",NA,"Flavius Apolei.(!)|Verocia Marcella|Apuleia. Marcella",NA,"Flavius|Verocia|Appuleia*","Apoleius* (&#61; Apuleius)|Marcella|Marcella",NA,NA,NA,"M|W|W",NA,NA,NA,NA,NA,NA
"845",5397,"HD062369","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1885,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-28",31,187172,7185,"[Iovi Optim]o Maxsi[mo](!) / [--- Ep]on(a)e(?) / [--- Marti] Cam[ulo? &","[ ]O MAXSI[ ] / [ ]ONE / [ ] CAM[","CIL 03, 08671; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",5398,"HD062370","Dal","hr",25,10,"Salonae, bei","Solin","Splitsko-dalmatinska županija","Strana, {Žuro}",197488,"43.549356826,16.496272087",NA,NA,3190359,NA,1890,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,"Gesteine",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2020-09-15",31,187173,26899,"I(ovi) O(ptimo) M(aximo) Clau/dius Ur/sus iun(ior) / votum / solvit","I O M CLAV / DIVS VR / SVS IVN / VOTVM / SOLVIT","CIL 03, 08671a; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"Claudius Ursus",NA,"Claudius","Ursus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"847",5399,"HD062371","Dal","hr",25,10,"Salonae, bei","Klis, bei","Splitsko-dalmatinska županija",NA,197488,"43.561292,16.523368",NA,NA,3198062,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,"Gesteine",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,"J","Feraudi","2018-12-27",31,187174,5886,"[I(ovi) O(ptimo) M(aximo)] Conserv(atori) / [C]aius Beri[-]u[---] / [A]urelius Maxi/[m]us v(enator?) i(mmunis?) coho[r]/[ti]s V Mil(---) n/[u]mini eius / [c]um suis / [p]osuit d(onum) d(edit) l(ibens) m(erito)","[ ] CONSERV / [ ]AIVS BERI[ ]V[ ] / [ ]VRELIVS MAXI / [ ]VS V I COHO[ ] / [ ]S V MIL N / [ ]MINI EIVS / [ ]VM SVIS / [ ]OSVIT D D L M","CIL 03, 08672; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"[C]aius Beri[-]u[---]|[A]urelius Maxi[m]us","C.+","Beri[---]|Aurelius+","00|Maximus+",NA,NA,NA,"M|M","9",NA,NA,NA,NA,NA
"848",5400,"HD062372","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","{Baptisterium}, bei",197488,"43.539922618,16.483090945",NA,NA,3190359,NA,1883,NA,NA,"titsac",22,22,"Architekturteil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,101,150,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-15",31,187175,6032,"Laribus A[ug(ustis)] / familia P(ubli) Ul[pi] / Publ(i) Valenti[ni &","LARIBVS A[ ] / FAMILIA P VL[ ] / PVBL VALENTI[","CIL 03, 08673; Zeichnung. #",NA,"Epistyl.",NA,NA,NA,NA,NA,NA,"P. Ul[pi] Publ. Valenti[ni]","P.","Ulpius+","Publius* Valentinus+",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"849",5402,"HD062377","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-18",31,187177,7185,"Prima / Nimp(h)is(!) / v(otum) s(olvit) l(ibens) m(erito)","PRIMA / NIMPIS / V S L M","CIL 03, 08680; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"Prima",NA,NA,"Prima",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"850",5403,"HD062379","Dal","hr",25,10,"Salonae, bei","Kaštela","Splitsko-dalmatinska županija","Kaštel Gomilica, bei, {Kozjak, Berg} , bei",197488,"43.571063669,16.425290107",NA,NA,3198218,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Kalkstein",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2020-04-23",32,187178,33115,"Nymphis / M(arcus) Thorius / Valens / v(otum) s(olvit) l(ibens) m(erito)","NYMPHIS / M THORIVS / VALENS / V S L M","CIL 03, 08681; Zeichnung. #",NA,NA,NA,NA,NA,NA,"F033792|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/3d00f9a4-a06f-4a0b-ada6-99632ce33ee6/file/id/794600/file_version/name/small",NA,"M. Thorius Valens","M.","Thorius","Valens",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"851",5404,"HD062380","Dal","hr",25,10,"Salonae, bei","Kaštela","Splitsko-dalmatinska županija","{Kaštel Gomilica}",197488,"43.5492998,16.396319700",NA,NA,3198218,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,"Gesteine",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2020-04-23",31,187179,6356,"$] / ser(vus)(?) / Nymphis / [a]ra(m) pos(u)it","] / SER / NYMPHIS / [ ]RA POSIT","CIL 03, 08682; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"[---]",NA,NA,"0",NA,NA,NA,"M","7",NA,NA,NA,NA,NA
"852",5405,"HD062381","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1880,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-18",31,187180,7185,"Priapo / aram / Sempronia / Ursa / posuit","PRIAPO / ARAM / SEMPRONIA / VRSA / POSVIT","CIL 03, 08683; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"Sempronia Ursa",NA,"Sempronia","Ursa",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"853",5406,"HD062382","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1887,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-18",31,187181,7185,"S(ilvano) A(ugusto) s(acrum) / C(---) Sa/binus","S A S / C SA / BINVS","CIL 03, 08685; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"C. Sabinus",NA,"C(---)","Sabinus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"854",5407,"HD062383","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1884,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-18",31,187182,7185,"Veneri Bac/c(h)ae s(a)c(rum)(?) Aure/lia Primula / ex voto po/suit","VENERI BAC / CAE SC AVRE / LIA PRIMVLA / EX VOTO PO / SVIT","CIL 03, 08688; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"Aurelia Primula",NA,"Aurelia","Primula",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"855",5408,"HD062384","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,-1884,"Split, Arh. Muz.",NA,"titsac",22,22,"Sarkophag",NA,"Kalkstein",-49,-51.5,15,NA,NA,"3.5-5",NA,NA,"L",NA,NA,401,500,NA,NA,"c",NA,NA,NA,NA,NA,"Feraudi","2011-05-13",32,187183,7185,"$]rio / [--- s]anctae / [ecclesiae? ---?] e prae/[cepto? &","]RIO / [ ]ANCTAE / [ ] E PRAE / [","CIL 03, 08689; Zeichnung. # E. Marin u. a., Salona 4. Inscriptions de Salone chrétienne, IVe-VIIe siècles (Rome - Split 2010) 1072-1073, Nr. 694; Foto. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856",5409,"HD062386","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","{Theater}, südlich, Stadtmauer, sekundär verwendet",197488,"43.535824966,16.480715274",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Kalkstein",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,NA,NA,NA,NA,NA,NA,"Feraudi","2020-09-29",32,187184,33383,"C(---) Aquili/nus / v(otum) l(ibens) s(olvit)","C AQVILI / NVS / V L S","CIL 03, 08691; Zeichnung. #",NA,NA,NA,NA,NA,NA,"F033806|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/33457150-2301-436b-ad3f-187402e501c8/file/id/794614/file_version/name/small",NA,"C. Aquilinus",NA,"C(---)","Aquilinus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"857",5410,"HD062387","Dal","hr",25,10,"Salonae, bei","Solin","Splitsko-dalmatinska županija","{Gašpić}",197488,"43.543989811,16.484137773",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,"Gesteine",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2020-05-12",31,187185,32833,"Clodia / Maxima / v(otum) s(olvit) l(ibens) m(erito)","CLODIA / MAXIMA / V S L M","CIL 03, 08692; Zeichnung. # CIL 03, 08692 add. p. 2261. #",NA,NA,NA,NA,NA,NA,NA,NA,"Clodia Maxima",NA,"Clodia","Maxima",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"858",5424,"HD062406","Dal","hr",25,10,"Rider","Šibenik","Šibensko-kninska županija","{Danilo}",197473,"43.701885100,16.046075847",NA,NA,3200136,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,116,198,NA,"J","a",NA,"J",NA,NA,NA,"Gräf","2010-10-19",30,187199,6125,"Veneri / Victrici / Part(h)icae / Aug(ustae) sac(rum) / in memoriam / Antoniae / Dec(imi) f(iliae) Paulae / Dec(imus) Antonius / Proculus decur(io) / Salon(ae) et Coponia / parentes / l(ocus) d(atus) d(ecreto) d(ecurionum)","VENERI / VICTRICI / PARTICAE / AVG SAC / IN MEMORIAM / ANTONIAE / DEC F PAVLAE / DEC ANTONIVS / PROCVLVS DECVR / SALON ET COPONIA / PARENTES / L D D D","CIL 03, 02770. # ILS 3177. #",NA,"Datierung: wohl im Zusammenhang mit einem Parthersieg Trajans, Mark Aurels oder des Septimius Severus.",NA,NA,NA,NA,NA,NA,"Antoniae Dec.f. Paulae|Dec. Antonius Proculus|Coponia","D.","Antonia|Antonius|Coponia","Paula|Proculus",NA,NA,NA,"W|M|W","3",NA,NA,NA,NA,NA
"859",5425,"HD062407","Dal","hr",25,10,"Rider","Šibenik","Šibensko-kninska županija","{Danilo}, Cukovač",197473,"43.702087799,16.043947855",NA,NA,3200136,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2020-11-30",30,187200,22803,"Maxima Turi / Nymphis","MAXIMA TVRI / NYMPHIS","CIL 03, 02769. #",NA,"Z. 1/2: überliefert ist TIRI / NIMPHIS.",NA,NA,NA,NA,NA,NA,"Maxima Turi|Turi",NA,NA,"Maxima|Turus",NA,NA,NA,"W|M",NA,NA,NA,NA,NA,NA
"860",5426,"HD062408","Dal","hr",25,10,"Rider","Šibenik","Šibensko-kninska županija","Danilo, {Katuni}",197473,"43.701974298,16.037743091",NA,NA,3200136,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2020-11-30",30,187201,6138,"I(ovi) O(ptimo) M(aximo) / sac(rum) / Iettus / Dasantis","I O M / SAC / IETTVS / DASANTIS","CIL 03, 02768. #",NA,NA,NA,NA,NA,NA,NA,NA,"Iettus Dasantis|Dasantis",NA,NA,"Iettus|Dasas",NA,NA,NA,"M|M",NA,NA,NA,NA,NA,NA
"861",5427,"HD062409","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-19",31,187202,7185,"$] / Iucun/da / v(otum) s(olvit) l(ibens) m(erito)","] / IVCVN / DA / V S L M","CIL 03, 08694; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"[---](?) Iucunda",NA,"0?","Iucunda",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"862",5428,"HD062410","Dal","hr",25,10,"Rider","Šibenik","Šibensko-kninska županija","{Danilo}, Cukovač",197473,"43.702087799,16.043947855",NA,NA,3200136,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2020-11-30",30,187203,22803,"I(ovi) O(ptimo) M(aximo) / C(aius) Arrius / Agaeviv[us](?) / fec(it)","I O M / C ARRIVS / AGAEVIV[ ] / FEC","CIL 03, 02767. # G. Alföldy, Die Personennamen der römischen Provinz Dalmatia (Heidelberg 1969) 61. #",NA,NA,NA,NA,NA,NA,NA,NA,"C. Arrius Agaeviv[us](?)","C.","Arrius","Agaevivus+?",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"863",5429,"HD062411","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-19",31,187204,7185,"Mummia Glycinna v(otum) s(olvit)","MVMMIA GLYCINNA V S","CIL 03, 08695; Zeichnung. #",NA,"Inschriftträger nach CIL: vas magnum lapideum.",NA,NA,NA,NA,NA,NA,"Mummia Glycinna",NA,"Mummia","Glycinna",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"864",5430,"HD062412","Dal","hr",25,10,"Municipium Magnum, bei","Drniš","Šibensko-kninska županija","{Kadina Glavica}, bei, Campo-Pietro",197534,"43.856811431,16.235904693",NA,NA,3198499,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,"Gesteine",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,71,170,NA,NA,"a",NA,NA,NA,NA,"J","Gräf","2020-12-11",2,187205,5862,"I(ovi) O(ptimo) M(aximo) / M(arcus) Iunius / Fadenus / dec(urio) eq(uitum) / coh(ortis) III / Alpinor(um) / v(otum) s(olvit) l(ibens) m(erito)","I O M / M IVNIVS / FADENVS / DEC EQ / COH III / ALPINOR / V S L M","AE 2010, 1228. # CIL 03, 02759. # S. Bekavac, RadAkZadar 52, 2010; sl. 8. - AE 2010. #",NA,NA,NA,NA,NA,NA,NA,NA,"M. Iunius Fadenus","M.","Iunius","Fadenus",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"865",5431,"HD062413","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1884,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-11-15",31,187206,7185,"Pax(a)ea Elpis / cum suisque / filiabus hoc / m(onumentum?) ex voto / posuit","PAXEA ELPIS / CVM SVISQVE / FILIABVS HOC / M EX VOTO / POSVIT","CIL 03, 08696; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"Paxea. Elpis",NA,"Paxaea*","Elpis",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"866",5432,"HD062414","Dal","hr",25,10,"Salonae, bei","Klis, bei","Splitsko-dalmatinska županija",NA,197488,"43.561292,16.523368",NA,NA,3198062,NA,1884,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2018-12-27",31,187207,5886,"C(aius) Sei(us) Nym(---) // v(otum) s(olvit) l(ibens) / m(erito)","C SEI NYM / / V S L / M","CIL 03, 08697; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"C. Sei. Nym.","C.","Seius*","Nym(---)",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"867",5434,"HD062416","Dal","hr",25,10,"Siculi, bei","Kaštela","Splitsko-dalmatinska županija","{Kaštel Štafilić}",197511,"43.548984342,16.333451267",NA,NA,3198213,NA,NA,NA,NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-19",31,187209,6372,"Symphorus / v(otum) s(olvit) l(ibens) m(erito)","SYMPHORVS / V S L M","CIL 03, 08698; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"Symphorus",NA,NA,"Symphorus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"868",5435,"HD062417","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-19",31,187210,7185,"C(aius) V(---) M(---) / votum / [&","C V M / VOTVM / [","CIL 03, 08699; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,"C. V. M.","C.","V(---)","M(---)",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"869",5436,"HD062418","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,1887,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2010-10-19",31,187211,7185,"$] / v(otum) s(olvit) l(ibens) m(erito)","] / V S L M","CIL 03, 08700; Zeichnung. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
